76;11,2,45,22449;8,7
77;10,9,99,85914;8,7
78;5,3,23,82611;8,7
79;17,7,14,35643;8,7
80;3,8,115,99678;8,7
81;4,8,80,6734;8,7
82;17,8,84,80089;8,7
83;1,3,58,47343;8,7
84;4,1,22,66881;8,7
85;3,3,44,10023;8,7
86;15,5,68,10256;8,7
87;11,7,32,66357;8,7
88;19,5,10,74934;8,7
89;6,2,91,87041;8,7
90;6,5,116,18835;8,7
91;16,7,110,55392;8,7
92;4,1,82,31129;8,7
93;3,4,63,96058;8,7
94;9,6,8,53303;8,7
95;18,3,122,37685;8,7
96;11,8,6,100648;8,7
97;12,9,31,98264;8,7
98;17,5,107,5726;8,7
99;11,10,114,54672;8,7
100;15,2,76,22953;8,7
101;3,2,104,70379;8,7
102;1,9,75,87507;8,7
103;14,2,97,62676;8,7
104;14,8,27,56995;8,7
105;7,6,77,46533;8,7
106;8,8,28,72214;8,7
107;12,8,67,57005;8,7
108;4,6,62,58407;8,7
109;12,4,38,56339;8,7
110;14,7,13,33620;8,7
111;17,3,15,65202;8,7
112;17,4,110,47887;8,7
113;1,2,46,76114;8,7
114;18,6,96,14030;8,7
115;14,3,110,520;8,7
116;18,5,20,73447;8,7
117;14,4,126,4150;8,7
118;7,7,103,44096;8,7
119;7,4,30,27596;8,7
120;10,7,35,87511;8,7
121;4,8,63,11828;8,7
122;11,7,8,14145;8,7
123;5,8,32,7799;8,7
124;12,9,73,14150;8,7
125;17,5,108,9149;8,7
126;11,4,87,24271;8,7
127;19,8,117,96640;8,7
128;3,4,37,86951;8,7
129;9,4,102,66303;8,7
130;2,1,101,101776;8,7
131;14,1,89,24826;8,7
132;1,6,65,90097;8,7
133;2,5,73,16832;8,7
134;18,5,61,62438;8,7
135;10,6,89,8438;8,7
136;3,7,15,73201;8,7
137;3,9,52,57702;8,7
138;12,7,45,1152;8,7
139;13,8,25,16659;8,7
140;1,6,21,30961;8,7
141;5,6,2,70747;8,7
142;11,10,56,52214;8,7
143;11,2,111,9594;8,7
144;6,6,55,36823;8,7
145;8,7,62,84761;8,7
146;3,2,58,60771;8,7
147;2,2,89,78247;8,7
148;11,6,39,30160;8,7
149;6,7,83,3621;8,7
150;3,6,9,27839;8,7
151;10,4,25,52462;8,7
152;6,10,106,29179;8,7
153;20,1,124,10457;8,7
154;10,10,96,46017;8,7
155;5,2,120,82261;8,7
156;7,7,41,66352;8,7
157;14,6,16,76486;8,7
158;5,7,42,38455;8,7
159;11,8,106,39995;8,7
160;7,4,79,83115;8,7
161;16,5,14,43051;8,7
162;16,8,77,79055;8,7
163;3,5,70,86601;8,7
164;11,9,32,40978;8,7
165;20,1,61,10241;8,7
166;2,8,36,100525;8,7
167;3,7,78,8421;8,7
168;4,7,87,66921;8,7
169;18,5,1,68692;8,7
170;11,3,1,14394;8,7
171;16,5,102,51576;8,7
172;4,10,65,58014;8,7
173;14,8,104,11196;8,7
174;3,1,21,38850;8,7
175;8,7,118,39378;8,7
176;10,2,83,11241;8,7
177;20,1,54,90962;8,7
178;8,8,80,61826;8,7
179;7,5,106,43052;8,7
180;10,6,108,56539;8,7
181;14,10,116,88253;8,7
182;17,7,91,58508;8,7
183;12,5,32,59450;8,7
184;5,2,41,96606;8,7
185;16,7,113,64718;8,7
186;5,7,50,34885;8,7
187;15,9,114,24166;8,7
188;4,10,113,15109;8,7
189;11,4,67,62579;8,7
190;2,9,33,51398;8,7
191;15,8,91,5657;8,7
192;18,5,59,34726;8,7
193;4,3,68,35429;8,7
194;7,3,52,21093;8,7
195;8,7,48,21559;8,7
196;3,8,113,84189;8,7
197;15,6,62,2285;8,7
198;2,6,56,47705;8,7
199;19,6,126,20914;8,7
200;15,5,71,21551;8,7
201;17,2,105,55589;8,7
202;7,8,4,12197;8,7
203;1,8,126,69600;8,7
204;18,1,52,28961;8,7
205;19,1,44,96379;8,7
206;6,3,11,2001;8,7
207;11,7,104,61720;8,7
208;16,5,39,52397;8,7
209;5,4,120,39101;8,7
210;16,5,96,78992;8,7
211;14,5,111,1019;8,7
212;3,7,5,15156;8,7
213;1,4,122,59751;8,7
214;20,2,110,80260;8,7
215;15,8,124,92543;8,7
216;13,3,116,90378;8,7
217;17,4,20,24965;8,7
218;1,5,33,9538;8,7
219;5,4,104,44975;8,7
220;5,10,29,40829;8,7
221;20,1,127,55659;8,7
222;13,5,56,45385;8,7
223;17,5,113,86242;8,7
224;20,8,79,90980;8,7
225;5,2,24,27041;8,7
226;17,6,120,8659;8,7
227;7,2,95,55282;8,7
228;15,9,106,16229;8,7
229;12,8,126,36557;8,7
230;3,6,86,84018;8,7
231;7,4,38,34949;8,7
232;6,7,125,59672;8,7
233;1,3,102,22485;8,7
234;16,9,82,6730;8,7
235;20,9,35,27319;8,7
236;5,3,65,30876;8,7
237;13,5,86,8109;8,7
238;16,6,71,38280;8,7
239;19,4,9,42274;8,7
240;5,9,89,85515;8,7
241;2,2,10,18043;8,7
242;20,10,84,81416;8,7
243;16,3,68,31151;8,7
244;12,2,37,50072;8,7
245;1,7,75,24511;8,7
246;16,8,90,30710;8,7
247;17,7,124,49432;8,7
248;11,7,107,55626;8,7
249;7,10,71,19684;8,7
250;11,7,97,60768;8,7
251;12,7,52,61192;8,7
252;12,8,62,52186;8,7
253;2,6,22,90318;8,7
254;11,9,88,56523;8,7
255;20,3,7,40127;8,7
256;16,1,57,9393;8,7
257;16,9,31,1344;8,7
258;16,8,40,46008;8,7
259;14,9,26,100521;8,7
260;2,10,72,60116;8,7
261;8,7,12,1406;8,7
262;20,2,71,73799;8,7
263;11,4,103,45346;8,7
264;5,2,47,55632;8,7
265;13,6,52,48777;8,7
266;19,10,77,26899;8,7
267;1,6,101,747;8,7
268;8,7,123,19929;8,7
269;12,6,118,6237;8,7
270;18,3,8,37083;8,7
271;18,10,127,89158;8,7
272;15,6,73,37398;8,7
273;17,6,108,32407;8,7
274;17,9,53,77529;8,7
275;15,4,22,5218;8,7
276;20,5,79,2780;8,7
277;9,9,18,75031;8,7
278;2,1,22,14338;8,7
279;16,4,110,94201;8,7
280;16,10,120,4460;8,7
281;5,4,57,96073;8,7
282;12,2,89,27071;8,7
283;4,3,42,78959;8,7
284;13,3,14,46486;8,7
285;1,1,14,34193;8,7
286;8,7,101,52722;8,7
287;2,1,110,9089;8,7
288;5,7,32,67273;8,7
289;18,2,68,48475;8,7
290;1,6,63,14739;8,7
291;14,3,30,15020;8,7
292;12,10,38,92165;8,7
293;11,6,111,68695;8,7
294;17,6,41,11773;8,7
295;2,1,125,6263;8,7
296;7,8,14,75366;8,7
297;19,3,50,95133;8,7
298;20,4,19,58715;8,7
299;19,5,81,52539;8,7
300;6,8,90,3492;8,7
301;19,10,77,59149;8,7
302;4,5,58,68183;8,7
303;11,4,115,80874;8,7
304;9,2,114,68350;8,7
305;1,8,66,26403;8,7
306;15,9,55,19463;8,7
307;20,2,71,64900;8,7
308;4,3,114,82903;8,7
309;11,7,31,66347;8,7
310;2,8,3,38319;8,7
311;11,8,107,18183;8,7
312;18,1,86,82009;8,7
313;15,5,28,54128;8,7
314;4,1,77,9470;8,7
315;9,5,113,94113;8,7
316;17,4,52,15702;8,7
317;12,2,90,63695;8,7
318;8,7,46,78302;8,7
319;9,7,5,36450;8,7
320;18,2,29,78431;8,7
321;14,6,84,5266;8,7
322;14,2,110,85696;8,7
323;14,9,102,21230;8,7
324;6,6,80,61381;8,7
325;5,4,122,92738;8,7
326;5,3,48,56751;8,7
327;16,1,84,101864;8,7
328;20,6,40,58136;8,7
329;8,7,61,2295;8,7
330;13,4,77,86356;8,7
331;18,3,56,85165;8,7
332;9,9,64,34979;8,7
333;7,2,35,5480;8,7
334;8,7,76,37050;8,7
335;11,8,93,88818;8,7
336;13,5,1,55594;8,7
337;9,2,65,26322;8,7
338;15,8,41,101861;8,7
339;10,4,58,42655;8,7
340;14,6,69,19142;8,7
341;20,5,27,92982;8,7
342;2,5,50,94754;8,7
343;4,6,25,28489;8,7
344;8,8,42,47927;8,7
345;7,5,75,88646;8,7
346;17,10,61,2826;8,7
347;1,1,36,76412;8,7
348;1,7,6,98934;8,7
349;6,1,48,61902;8,7
350;16,4,119,91015;8,7
351;4,8,116,76006;8,7
352;3,6,9,26545;8,7
353;19,6,10,59967;8,7
354;12,2,93,34744;8,7
355;3,7,45,52512;8,7
356;4,3,105,98779;8,7
357;6,9,126,18406;8,7
358;16,4,107,58424;8,7
359;6,8,21,17880;8,7
360;18,10,93,101732;8,7
361;2,8,101,93992;8,7
362;5,10,42,89014;8,7
363;3,2,123,88885;8,7
364;11,7,15,87008;8,7
365;17,2,46,15763;8,7
366;19,6,74,34140;8,7
367;16,7,26,38681;8,7
368;12,2,74,58981;8,7
369;9,9,12,61685;8,7
370;2,4,89,45956;8,7
371;10,9,68,52406;8,7
372;12,4,71,96962;8,7
373;18,9,70,94065;8,7
374;10,8,122,44806;8,7
375;17,5,65,27498;8,7
376;5,10,92,93682;8,7
377;19,3,99,34257;8,7
378;14,4,28,13067;8,7
379;9,9,111,17190;8,7
380;9,4,81,14733;8,7
381;3,6,95,43752;8,7
382;8,8,93,14044;8,7
383;4,2,125,87128;8,7
384;12,8,27,38230;8,7
385;15,10,35,96119;8,7
386;9,5,69,93728;8,7
387;6,7,116,59279;8,7
388;2,1,22,41804;8,7
389;19,7,22,57597;8,7
390;19,1,92,97193;8,7
391;20,4,79,67478;8,7
392;15,4,36,94980;8,7
393;6,3,116,4823;8,7
394;16,7,96,61044;8,7
395;14,3,47,78363;8,7
396;15,7,80,72884;8,7
397;5,4,93,73809;8,7
398;10,1,26,6943;8,7
399;12,3,35,28906;8,7
400;7,3,22,87341;8,7
401;1,2,74,28829;8,7
402;8,7,80,81273;8,7
403;8,7,18,82734;8,7
404;8,70,79,94783;8,7
405;12,6,48,42484;8,7
406;10,1,78,30039;8,7
407;13,5,52,84927;8,7
408;13,4,77,23130;8,7
409;12,3,50,55409;8,7
410;14,5,122,81291;8,7
411;6,6,83,45216;8,7
412;10,7,26,78729;8,7
413;10,1,22,26765;8,7
414;14,5,68,36339;8,7
415;13,8,82,35518;8,7
416;14,5,64,76565;8,7
417;10,1,128,80908;8,7
418;5,2,19,26348;8,7
419;7,5,95,58873;8,7
420;7,7,94,16850;8,7
421;11,2,84,19926;8,7
422;14,7,14,61249;8,7
423;15,8,67,37434;8,7
424;9,6,82,75630;8,7
425;17,6,61,90096;8,7
426;19,6,120,27101;8,7
427;16,10,5,53525;8,7
428;8,7,39,60066;8,7
429;18,6,112,24895;8,7
430;4,10,49,15967;8,7
431;13,9,100,78839;8,7
432;10,4,48,101603;8,7
433;9,1,18,101319;8,7
434;5,5,119,7666;8,7
435;14,4,104,2756;8,7
436;6,5,61,29189;8,7
437;19,4,120,47940;8,7
438;5,1,3,83947;8,7
439;12,1,88,32489;8,7
440;1,2,52,4844;8,7
441;19,10,111,38357;8,7
442;7,4,97,656;8,7
443;1,6,51,8779;8,7
444;14,6,79,78243;8,7
445;6,9,85,76820;8,7
446;15,8,111,6485;8,7
447;17,7,88,2003;8,7
448;8,7,127,11456;8,7
449;8,7,99,1997;8,7
450;15,2,122,50950;8,7
451;6,5,126,72466;8,7
452;7,7,108,17341;8,7
453;1,2,32,43246;8,7
454;7,4,128,64228;8,7
455;16,2,42,58609;8,7
456;5,10,105,66772;8,7
457;16,4,8,62412;8,7
458;14,9,102,32941;8,7
459;8,7,46,92615;8,7
460;6,10,75,27441;8,7
461;9,3,21,40084;8,7
462;5,5,69,53101;8,7
463;13,10,120,10009;8,7
464;14,7,39,48026;8,7
465;14,5,127,59435;8,7
466;11,8,126,8713;8,7
467;14,2,82,1330;8,7
468;2,5,76,66171;8,7
469;9,4,1,19724;8,7
470;13,4,55,14745;8,7
471;19,2,8,85965;8,7
472;3,6,32,61368;8,7
473;14,3,83,14804;8,7
474;8,7,100,26879;8,7
475;10,8,60,91631;8,7
476;20,8,87,18524;8,7
477;11,6,87,36775;8,7
478;14,5,30,31920;8,7
479;5,1,110,78527;8,7
480;4,9,107,73093;8,7
481;5,5,30,59094;8,7
482;2,8,70,28007;8,7
483;13,9,8,20394;8,7
484;3,1,41,26049;8,7
485;7,8,103,38110;8,7
486;6,2,86,10603;8,7
487;18,4,23,1818;8,7
488;20,7,70,100900;8,7
489;11,10,27,54669;8,7
490;19,7,81,90381;8,7
491;9,5,42,45802;8,7
492;10,9,92,13772;8,7
493;18,3,76,70059;8,7
494;18,3,77,10065;8,7
495;17,5,78,82602;8,7
496;12,9,23,97328;8,7
497;12,10,37,39140;8,7
498;5,9,121,9486;8,7
499;12,3,46,80059;8,7
500;14,7,33,42572;8,7
501;13,10,40,83054;8,7
502;15,2,106,59641;8,7
503;7,3,51,92102;8,7
504;13,1,57,68677;8,7
505;8,7,116,68203;8,7
506;15,1,84,8458;8,7
507;5,9,97,62484;8,7
508;5,1,68,73228;8,7
509;6,8,29,83167;8,7
510;7,5,10,99337;8,7
511;14,6,111,44918;8,7
512;8,7,117,66410;8,7
513;20,8,68,6030;8,7
514;19,5,96,101281;8,7
515;7,1,1,31253;8,7
516;13,5,101,78187;8,7
517;2,5,49,88977;8,7
518;4,4,122,15978;8,7
519;16,2,11,81073;8,7
520;5,7,36,50897;8,7
521;12,4,40,90468;8,7
522;3,6,100,26925;8,7
523;10,4,21,50714;8,7
524;20,3,64,53981;8,7
525;20,8,9,90237;8,7
526;9,5,92,5267;8,7
527;7,5,85,89164;8,7
528;17,9,127,4350;8,7
529;10,10,28,79147;8,7
530;20,8,62,61290;8,7
531;13,1,69,47005;8,7
532;5,10,15,46005;8,7
533;6,10,9,5225;8,7
534;16,6,56,9619;8,7
535;16,8,57,64082;8,7
536;12,5,70,32586;8,7
537;2,5,25,69015;8,7
538;3,6,31,71681;8,7
539;10,10,105,5188;8,7
540;12,2,78,27135;8,7
541;16,3,109,74800;8,7
542;4,2,122,31594;8,7
543;14,3,46,38434;8,7
544;15,5,44,62227;8,7
545;5,7,38,87634;8,7
546;20,10,25,35331;8,7
547;20,6,41,49306;8,7
548;15,3,10,88689;8,7
549;12,4,87,63220;8,7
550;11,6,17,34340;8,7
551;6,7,10,31091;8,7
552;16,10,128,83429;8,7
553;9,9,117,77607;8,7
554;17,8,99,20786;8,7
555;5,6,24,34196;8,7
556;7,7,72,65150;8,7
557;18,8,29,89641;8,7
558;18,8,35,63378;8,7
559;20,6,58,76712;8,7
560;10,3,111,40807;8,7
561;11,2,62,41074;8,7
562;5,1,12,74567;8,7
563;18,6,97,691;8,7
564;9,4,36,90780;8,7
565;18,3,15,67034;8,7
566;4,7,11,90799;8,7
567;11,2,88,29210;8,7
568;10,8,112,93627;8,7
569;2,8,107,42884;8,7
570;5,9,128,14873;8,7
571;12,1,45,87582;8,7
572;14,1,41,59196;8,7
573;10,4,14,91424;8,7
574;4,2,111,41014;8,7
575;15,10,125,13820;8,7
576;13,8,87,68530;8,7
577;14,6,41,15216;8,7
578;8,7,107,86012;8,7
579;6,8,110,10881;8,7
580;9,10,71,906;8,7
581;15,2,41,74531;8,7
582;13,9,24,9027;8,7
583;13,8,8,28716;8,7
584;14,7,117,85141;8,7
585;19,4,84,27154;8,7
586;12,9,19,77793;8,7
587;3,9,31,71425;8,7
588;8,8,79,55848;8,7
589;14,8,103,69560;8,7
590;17,7,115,35034;8,7
591;6,1,5,71382;8,7
592;8,7,114,33600;8,7
593;11,7,89,101878;8,7
594;15,5,24,20593;8,7
595;11,1,59,17584;8,7
596;18,5,27,52917;8,7
597;7,10,43,65942;8,7
598;17,9,88,14253;8,7
599;4,7,71,87287;8,7
600;2,4,51,87044;8,7
601;1,4,34,102046;8,7
602;12,6,13,21987;8,7
603;18,9,7,34623;8,7
604;14,2,30,55765;8,7
605;12,7,15,10706;8,7
606;10,4,104,88897;8,7
607;4,3,48,44542;8,7
608;20,7,114,38278;8,7
609;20,2,75,8045;8,7
610;12,7,52,84201;8,7
611;6,3,63,27188;8,7
612;13,2,82,2550;8,7
613;2,4,99,21928;8,7
614;5,9,77,28288;8,7
615;2,3,97,36957;8,7
616;14,6,90,55974;8,7
617;20,2,43,35195;8,7
618;5,7,11,65136;8,7
619;7,2,87,21803;8,7
620;13,7,126,38543;8,7
621;14,6,3,65252;8,7
622;5,10,30,41909;8,7
623;11,1,113,41940;8,7
624;14,4,112,46406;8,7
625;9,6,69,66831;8,7
626;13,9,127,20732;8,7
627;8,7,110,51472;8,7
628;10,8,62,94641;8,7
629;20,1,38,45;8,7
630;16,5,94,70071;8,7
631;6,2,95,14726;8,7
632;5,7,33,78420;8,7
633;11,7,7,42993;8,7
634;3,8,84,8071;8,7
635;11,4,20,87963;8,7
636;6,6,54,4969;8,7
637;16,10,21,73304;8,7
638;14,5,63,95164;8,7
639;8,7,106,16917;8,7
640;8,7,98,10706;8,7
641;17,5,72,91298;8,7
642;10,8,57,48215;8,7
643;7,3,89,70938;8,7
644;1,4,3,58319;8,7
645;18,8,51,52510;8,7
646;1,8,119,55031;8,7
647;13,9,114,12356;8,7
648;20,2,60,89008;8,7
649;2,1,55,76094;8,7
650;17,1,85,28816;8,7
651;18,8,22,75046;8,7
652;17,3,88,27977;8,7
653;15,6,20,31509;8,7
654;8,7,98,25848;8,7
655;12,1,40,10676;8,7
656;17,1,2,1251;8,7
657;20,1,23,3615;8,7
658;6,10,41,4391;8,7
659;3,3,47,52700;8,7
660;11,7,42,325;8,7
661;12,2,98,33533;8,7
662;10,2,96,73745;8,7
663;11,4,122,94982;8,7
664;9,9,70,67553;8,7
665;3,3,43,82301;8,7
666;3,5,80,75710;8,7
667;14,6,1,77659;8,7
668;5,9,16,77324;8,7
669;18,7,53,78367;8,7
670;9,4,69,101566;8,7
671;13,3,54,20862;8,7
672;4,10,91,80070;8,7
673;18,9,58,26051;8,7
674;14,2,82,93316;8,7
675;4,10,24,8932;8,7
676;5,8,97,57028;8,7
677;14,1,102,85546;8,7
678;14,5,87,62523;8,7
679;7,8,30,6434;8,7
680;19,3,123,50020;8,7
681;15,2,65,4254;8,7
682;2,3,109,4747;8,7
683;17,5,117,66393;8,7
684;13,3,29,298;8,7
685;1,2,117,29980;8,7
686;5,4,115,89566;8,7
687;9,4,92,76574;8,7
688;16,3,62,23443;8,7
689;20,5,2,96359;8,7
690;1,3,114,76693;8,7
691;6,7,120,18734;8,7
692;19,9,24,30756;8,7
693;6,10,91,79732;8,7
694;12,9,55,1706;8,7
695;14,5,100,87376;8,7
696;16,7,50,81669;8,7
697;15,8,8,73179;8,7
698;1,3,84,63609;8,7
699;10,6,123,36630;8,7
700;11,10,74,37224;8,7
701;1,9,3,96877;8,7
702;10,10,79,64745;8,7
703;7,9,5,37859;8,7
704;5,4,18,12986;8,7
705;12,8,34,4333;8,7
706;5,5,99,4201;8,7
707;4,2,32,21789;8,7
708;9,7,122,81652;8,7
709;15,8,17,27510;8,7
710;2,7,71,38223;8,7
711;12,7,46,21987;8,7
712;15,8,49,14453;8,7
713;19,1,53,74111;8,7
714;3,2,52,17353;8,7
715;14,8,44,77327;8,7
716;8,7,107,91698;8,7
717;4,8,2,5001;8,7
718;2,5,19,54983;8,7
719;11,5,79,35962;8,7
720;18,3,63,65410;8,7
721;16,4,122,98018;8,7
722;6,7,94,7984;8,7
723;7,5,48,34130;8,7
724;8,7,53,23776;8,7
725;4,3,84,64508;8,7
726;15,9,10,35296;8,7
727;1,1,31,93433;8,7
728;12,10,33,70489;8,7
729;14,7,68,58900;8,7
730;3,7,113,28138;8,7
731;20,1,124,79213;8,7
732;14,8,21,24899;8,7
733;15,3,82,60301;8,7
734;8,8,42,348;8,7
735;11,2,96,85670;8,7
736;17,7,82,100717;8,7
737;13,6,33,37575;8,7
738;17,3,52,93063;8,7
739;1,2,32,58085;8,7
740;19,8,48,90856;8,7
741;19,9,122,9679;8,7
742;7,6,24,80848;8,7
743;7,5,74,80881;8,7
744;5,7,11,28389;8,7
745;18,9,60,60221;8,7
746;9,8,98,22266;8,7
747;16,4,66,24791;8,7
748;11,10,71,94976;8,7
749;20,9,54,82968;8,7
750;6,6,33,94758;8,7
751;6,9,127,80922;8,7
752;15,3,79,35279;8,7
753;10,4,57,38204;8,7
754;11,4,56,31035;8,7
755;20,2,98,85959;8,7
756;7,8,126,67870;8,7
757;1,8,13,80462;8,7
758;9,4,17,74404;8,7
759;16,8,99,34339;8,7
760;5,5,48,101474;8,7
761;9,8,30,67795;8,7
762;15,4,121,63819;8,7
763;17,8,13,3474;8,7
764;4,6,23,70770;8,7
765;19,9,102,7390;8,7
766;15,3,90,392;8,7
767;9,1,63,75710;8,7
768;5,4,64,7018;8,7
769;6,6,44,66075;8,7
770;2,8,44,35411;8,7
771;16,10,124,6930;8,7
772;5,6,29,85643;8,7
773;8,7,38,25111;8,7
774;19,6,86,24197;8,7
775;20,8,84,34820;8,7
776;17,6,69,81020;8,7
777;3,3,60,6583;8,7
778;11,6,32,84341;8,7
779;5,7,9,45721;8,7
780;19,8,102,89183;8,7
781;6,2,37,29840;8,7
782;13,7,71,19068;8,7
783;12,8,52,27791;8,7
784;6,1,29,61785;8,7
785;3,6,89,53237;8,7
786;2,2,7,83164;8,7
787;12,2,35,88846;8,7
788;18,7,24,80088;8,7
789;7,3,99,35922;8,7
790;4,9,88,90589;8,7
791;20,6,5,87031;8,7
792;17,3,100,55727;8,7
793;1,4,38,51613;8,7
794;14,5,23,1233;8,7
795;2,10,81,38907;8,7
796;10,6,66,91033;8,7
797;15,10,116,39484;8,7
798;14,1,25,62791;8,7
799;15,6,79,96409;8,7
800;3,5,9,37169;8,7
801;2,5,58,74817;8,7
802;12,3,109,28806;8,7
803;12,2,40,8655;8,7
804;15,10,18,63683;8,7
805;19,2,105,79818;8,7
806;1,9,112,76772;8,7
807;10,2,11,89337;8,7
808;6,9,125,20057;8,7
809;7,3,97,100801;8,7
810;2,2,43,13974;8,7
811;6,9,31,82579;8,7
812;5,4,11,94583;8,7
813;17,9,118,27273;8,7
814;4,10,39,95663;8,7
815;19,2,92,28469;8,7
816;9,1,103,56224;8,7
817;20,6,117,84874;8,7
818;10,5,39,57731;8,7
819;7,10,114,26973;8,7
820;5,4,106,75171;8,7
821;19,9,6,37226;8,7
822;15,2,72,50373;8,7
823;3,6,35,35114;8,7
824;14,7,39,20102;8,7
825;14,7,52,24409;8,7
826;13,3,109,66489;8,7
827;3,2,109,9741;8,7
828;11,3,60,89758;8,7
829;7,4,77,10159;8,7
830;17,6,29,32912;8,7
831;19,9,62,55751;8,7
832;16,5,105,67595;8,7
833;11,4,21,100869;8,7
834;18,7,39,74293;8,7
835;5,5,5,82903;8,7
836;2,4,33,2234;8,7
837;14,5,35,53107;8,7
838;13,9,42,26294;8,7
839;10,9,103,13074;8,7
840;15,6,92,9920;8,7
841;8,7,61,65278;8,7
842;8,9,85,78183;8,7
843;11,9,93,100699;8,7
844;17,7,49,66102;8,7
845;12,10,15,4644;8,7
846;5,3,109,37361;8,7
847;18,10,82,66305;8,7
848;1,1,65,20513;8,7
849;13,7,126,40000;8,7
850;6,6,38,30650;8,7
851;6,1,38,58253;8,7
852;16,6,10,57941;8,7
853;8,7,23,51085;8,7
854;19,5,127,59972;8,7
855;17,3,99,94334;8,7
856;5,4,127,20639;8,7
857;13,6,76,64957;8,7
858;5,2,79,24639;8,7
859;2,5,90,44111;8,7
860;18,6,54,71368;8,7
861;15,7,112,21531;8,7
862;16,9,118,56123;8,7
863;4,4,9,23747;8,7
864;8,70,51,72199;8,7
865;13,3,42,7455;8,7
866;2,5,43,8629;8,7
867;20,5,47,3363;8,7
868;3,3,88,29064;8,7
869;6,8,88,48115;8,7
870;16,3,102,6414;8,7
871;4,1,11,84474;8,7
872;18,4,95,98853;8,7
873;4,3,70,82022;8,7
874;9,5,81,81949;8,7
875;13,2,39,18643;8,7
876;7,8,43,94154;8,7
877;13,2,60,1551;8,7
878;13,1,15,5714;8,7
879;20,7,64,94659;8,7
880;2,2,28,20018;8,7
881;20,6,82,14270;8,7
882;16,5,98,42584;8,7
883;20,5,80,90850;8,7
884;4,10,63,19391;8,7
885;1,8,32,40675;8,7
886;12,4,96,82888;8,7
887;5,3,34,5134;8,7
888;5,1,1,19642;8,7
889;2,3,110,34034;8,7
890;3,8,27,87635;8,7
891;20,3,49,95620;8,7
892;1,9,80,102343;8,7
893;3,9,112,78726;8,7
894;18,5,54,51272;8,7
895;14,7,30,5634;8,7
896;4,8,89,16232;8,7
897;20,1,40,88210;8,7
898;8,7,29,12580;8,7
899;6,1,105,28004;8,7
900;20,3,44,15841;8,7
901;10,2,28,63084;8,7
902;11,5,81,43015;8,7
903;17,10,34,90518;8,7
904;12,7,46,27560;8,7
905;15,5,36,13718;8,7
906;19,10,48,66329;8,7
907;8,7,70,52922;8,7
908;8,7,19,54839;8,7
909;18,3,58,82758;8,7
910;5,8,118,32843;8,7
911;2,8,89,10963;8,7
912;10,9,8,90487;8,7
913;4,4,30,91133;8,7
914;18,4,66,64876;8,7
915;7,4,120,90611;8,7
916;17,3,127,64191;8,7
917;2,1,24,61940;8,7
918;20,9,84,62874;8,7
919;7,3,92,41532;8,7
920;4,6,13,33669;8,7
921;12,9,27,32652;8,7
922;1,10,38,7686;8,7
923;9,10,123,36295;8,7
924;7,4,78,21222;8,7
925;17,4,1,5520;8,7
926;5,9,65,34457;8,7
927;10,8,36,83524;8,7
928;5,6,39,47853;8,7
929;6,7,6,11;8,7
930;8,7,61,50748;8,7
931;3,2,82,89062;8,7
932;17,5,128,67079;8,7
933;19,4,9,57577;8,7
